URL,Title,Body
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-1.html,授業情報を編集する,授業情報を編集する ①編集したい授業ボタンをクリックします。 ②「授業情報」リンクをクリックします。 ③「授業情報を編集」リンクをクリックします。 ④授業のタイトルを変更する場合に編集します。※時間割や授業ボタンに表示される授業名です。 ⑤この授業の表示に使う言語を指定します。ユーザ情報（デフォルト）の場合はユーザが設定している言語で表示されます。英語や日本語を指定した場合、各ユーザの言語情報は無視されここで指定した言語で表示されます。 ⑥説明文を編集します。 ⑦短文説明を入力します。 ⑧WebシラバスシステムのURLが入力してあります。 ⑨授業の到達目標及びテーマを入力します。 ⑩授業の概要と方法を入力します。 ⑪授業計画を入力します。 ⑫「続ける」ボタンを押します。 ⑬「終了」ボタンを押します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-2.html,授業機能を追加・削除する,授業機能を追加・削除する ①「機能を編集」リンクをクリックします。 ②追加したい機能にチェックを入れます。または、削除したい機能のチェックを外します。 ③「続ける」ボタンを押します。 ④「完了」ボタンを押します。機能が追加、または削除されます。機能の追加・削除は、受講生側にも反映されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-3.html,授業機能を並べ替える,授業機能を並べ替える ①「機能順序」リンクをクリックします。 ②移動したい機能をクリックします。（ここでは「テストアンケート」機能を移動する手順を説明します。） ③クリックしたまま、移動させたい場所までカーソルを移動させます。 ④クリックを離します。 ⑤「保存」ボタンを押します。 ⑥機能の順番が変更されます。機能の順番の変更は、受講生側にも反映されます。 ロックします受講生のメニューに表示されなくなります。直接URLを指定してもアクセスすることはできません。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-4.html,授業に受講生・TAを登録する,授業に受講生・TAを登録する ヒント教員の登録は「 FAQ:kibacoで授業に他の教員を追加したい ①「受講生・TAを登録」リンクをクリックします。 ②追加したい受講生・TAの「学修番号」、「電子メールアドレス」、「ユーザ名」のいずれかつを入力します。 ヒント一度に複数の受講生・TAを登録する場合は、上図のように、行に人ずつ入力します。また、Excel等からデータをコピー＆ペーストして、一括で貼り付けすることが可能です。③参加者の権限の割り当て方法を選択します。（ここでは「参加者全員に同じ権限を割り当てる」の説明をします。）④「続ける」ボタンを押します。 ⑤割り当てる権限を選択します。 ⑥「続ける」ボタンを押します。 ⑦授業に追加されたことを知らせる電子メールを、登録完了後に送るかどうかを選択します。「今すぐ送る」を選択した場合は、以下の⑨で「完了」ボタンを押したときに、電子メールが送信されます。 ⑧「続ける」ボタンを押します。 ⑨「完了」ボタンを押します。 ⑩受講生・TAが追加されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-5.html,学生に授業の自己登録を許可する,学生に授業の自己登録を許可する 「．授業に受講生・TAを登録する」では授業担当教員が受講生を登録する方法を説明しておりますが、以下の操作により、学生が自ら授業に参加登録することを許可することもできます。初期状態では、許可していません。 ①「自己登録機能」リンクをクリックします。 ②「自己登録を可能にする」のチェックボックスにチェックを入れます。 ③「更新」ボタンを押します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-6.html,授業内の自己登録学生を確認、削除する,授業内の自己登録学生を確認、削除する ①「授業情報」リンクをクリックします。 ②「参加者を管理」リンクをクリックします。 上記「．受講生・TAを登録する」および「．学生に自己登録を許可する」により仮登録した学生は履修状態の項目が「仮登録」ステータスとなっており、「本登録」ステータスの学生(正式な履修登録をした学生)と見分けることが可能です。 ヒント仮登録と本登録の違いは 「FAQ:登録した受講生が仮登録となっていますが、本登録との違いはありますか」 また、ここでは対象者を授業から削除することが可能なため、仮登録学生を削除する必要が生じた場合はここで操作を行います。方法は以下の通りです。 ①削除前に対象者が仮登録学生で間違いないか注意してご確認ください。 ②削除したい仮登録学生の右端にある削除チェックボックスをチェックしてください。 ③「参加者を更新」ボタンをクリックします。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-7.html,他の授業のデータを再利用する,他の授業のデータを再利用する 他の授業のデータを一括で再利用する 以下の操作により、他の授業のデータを一括で取り込むことができます。 ①「他の授業のデータを再利用」リンクをクリックします。 ②「自分のデータをマージしたい」リンクをクリックします。 ③再利用する授業名のチェックボックスにチェックを入れ、「続ける」ボタンをクリックします。 ④再利用する機能名のチェックボックスにチェックを入れます。 ⑤「完了」ボタンをクリックします。 他の授業のデータを個別に再利用する 以下の操作により、他の授業のデータを個別に取り込むことができます。ここでは課題データの再利用について説明します。課題機能とテスト/アンケート機能では、一括と個別の取り込み方法を選択できます。 ①「課題」リンクをクリックします。 ②操作前の課題を確認します。 ③「授業情報」リンクをクリックします。 ④「他の授業のデータを再利用」リンクをクリックします。 ⑤「自分のデータをマージしたい」リンクをクリックします。 ⑥再利用する授業名のチェックボックスにチェックを入れ、「続ける」ボタンをクリックします。 ⑦再利用する課題機能のチェックボックスにチェックを入れます。 ⑧課題機能のチェックボックスにチェックを入れた場合、その授業に登録されている課題がすべて表示されます。(ドラフト、締切後の課題を含む) ⑨再利用したい内容に応じてチェックボックスにチェックを入れます。 ⑩「完了」ボタンをクリックします。 ⑪「課題」リンクをクリックします。 ⑫操作後の課題を確認します。再利用した課題データはドラフトで登録されます。 ⑬テスト/アンケート機能のチェックボックスにチェックを入れた場合、その授業の「下書きのテスト」に登録されているテスト/アンケートがすべて表示されます。(公開済みテストはアクティブ、非アクティブに関わらず表示されません。) ⑭再利用したテスト/アンケートデータは「下書きのテスト」で登録されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/5-8.html,期日をまとめて管理する,期日をまとめて管理する 締切日などをまとめて管理することができます。 ①「期日管理」をクリックします。 ②変更したい期日の種類を選びます。 ③期日を変更します。 ④「更新」をクリックします。 ⑤「更新」をクリックします。 ⑥更新されたことを表すメッセージが画面上部に表示されます。注意このメッセージは一定時間後に自動的に消えます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/6.html,お知らせ機能,お知らせ機能 お知らせ機能では、授業に参加している受講生に向けて、お知らせを掲載することができます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/6-1.html,お知らせを追加する,お知らせを追加する ①お知らせを追加したい授業ボタンをクリックします。 ②「お知らせ」リンクをクリックします。 ③「追加」リンクをクリックします。 ④件名を入力します。 ⑤本文を入力します。 ⑥アクセスを選択します。 ⑦表示方法を選択します。常に表示するか、下書きとして保存するか、表示期間を設けて表示するかを選択できます。 ⑧電子メールによる通知を「する」にするとアクセスで指定した対象にメールを送信します。注意電子メールによる通知の設定は保存されません。お知らせ修正時にメールを再度送信したい場合は「する」に変更してください。 ⑨「追加」ボタンを押します。メールによる通知を「する」にした場合、このタイミングでメールが送信されます。 ⑩お知らせが追加されます。 注意新しいお知らせを作成する際、既存のお知らせを修正して再利用しないでください。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7.html,資料配布機能,資料配布機能 資料配布機能では、授業で使用する資料をアップロードし、受講生に配布することができます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-1.html,資料を配布する,資料を配布する ①資料を配布したい授業ボタンをクリックします。 ②「資料」リンクをクリックします。 ③「アクション」をクリックします。 ④メニューが表示されるので、「ファイルをアップロード」をクリックします。 ⑤点線の枠内を押します。 ⑥ポップアップ画面が表示されるので、配布したいファイルを選択します。 ⑦「開く」ボタンを押します。ヒント下図のようにファイルをドラッグ＆ドロップする方法もあります。 ヒント複数のファイルを一度にアップロードする場合は、点線の枠内をクリックし、⑤～⑦を繰り返します。 ⑧「続ける」ボタンを押します。 ⑨ファイルがアップロードされ、受講生がダウンロード可能な状態になります。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-2.html,資料をフォルダにまとめる,資料をフォルダにまとめる ．フォルダを作成する ①フォルダアイコン（ もしくは ）が表示されている行の「アクション」をクリックします。 ②メニューが表示されるので、「フォルダを作成」をクリックします。 ③フォルダ名を入力します。 ④「フォルダを今すぐ作成」ボタンを押します。 ⑤新しいフォルダが作成されます。 ．作成したフォルダに資料をまとめる ①フォルダにまとめたいファイルの「アクション」をクリックします。 ②メニューが表示されるので、「移動」をクリックします。 ③移動先フォルダの「ペースト」アイコンをクリックします。 ④ファイルがフォルダの中に移動されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-3.html,他の授業の資料を再利用する,他の授業の資料を再利用する ①「他の授業から資料をコピー」リンクをクリックします。 ②再利用したい資料が保存されている授業のフォルダアイコンをクリックします。 ③再利用したいファイをチェックします。 ④「コピー」をクリックします。 ⑤コピー先の「ペースト」リンクをクリックします。 ⑥上記⑤でクリックしたフォルダにファイルがコピーされます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-4.html,マイページの資料機能,マイページの資料機能 マイページにも、各授業と同様の資料機能があります。マイページの資料機能にアップロードされたファイルは、ご自身しか閲覧できません。 ①マイページの「資料」リンクをクリックします。 ②資料機能のコンテンツが表示されます。「．資料を配布する」～「．他の授業の資料を再利用する」と同様に、ファイルをアップロードしたりコピーしたりできます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-5.html,資料をWebDAVクライアントから操作する,資料をWebDAVクライアントから操作する ①資料をWebDAVクライアントから操作することができます。この機能の利用方法を表示するには「Webフォルダの操作」をクリックします。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-6.html,容量を確認する,容量を確認する ①資料をアップロードできる容量には制限があります。現在どれくらいの容量を使用しているか確認するには「クォータを確認」をクリックします。 ②最大容量（クォータ）、使用率、使用量が確認できます。ヒントこれらの値は授業やマイページ毎の情報となります。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-7.html,ZIPアーカイブに圧縮する,ZIPアーカイブに圧縮する フォルダをZIP形式に圧縮することができます。 ①フォルダアイコン（ もしくは ）が表示されている行の「アクション」をクリックし、「ZIPアーカイブに圧縮」をクリックします。 ②フォルダの中身がまとまったZIPファイルが作成されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/7-8.html,ゴミ箱,ゴミ箱 削除した資料はゴミ箱に移動します。間違って削除した資料を復活させるには次のようにします。 ①「ゴミ箱」をクリックします。 ②復活させたい資料を選択します。 ③「リストア」をクリックします。 ④「授業資料」をクリックします。 ⑤資料が復活します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8.html,課題機能,課題機能 課題機能は、受講生に課題を出す機能です。課題の作成や公開日時・締切日時の指定、提出物の添削、電子メールによる受講生への通知を行うことができます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8-1.html,課題を追加する,課題を追加する ①課題を追加したい授業ボタンをクリックします。 ②「課題」リンクをクリックします。 ③「追加」リンクをクリックします。 ④課題のタイトルを入力します。 ⑤課題の説明を入力します。 ⑥公開日時・締切日時・最終受理日時を設定します。 ⑦課題のリマインダメールを受講生へ通知するか否かを設定します。チェックを入れると、希望受講者にリマインダメールを送信します。 ⑧チェックを入れると受講生に対して締切日を非表示にします。 ⑨課題を追加または編集したことをお知らせ機能と電子メールで受講生へ通知するか否かを設定します。 ⑩課題の対象者を決めます。グループが登録されていない場合は授業だけに表示しか選択することはできません。 注意グループ提出の場合、受講生が選択した複数のグループに所属することはできません。 ⑪受講生の提出物の形式を設定します。 ⑫採点方法を設定します。 ⑬「完了」ボタンを押します。 ⑭課題が追加されます。 ．選択されたグループだけに表示とグループ提出の違いについて 「選択されたグループだけに表示」は対象グループを選択し、各々に提出してもらう方式です。対して「グループ提出」は対象グループの代表が１つだけ提出する方式です。 ．相互評価 相互評価は受講生同士が相互に評価することを可能とします。 ①相互評価を行う場合に選択します。 ②評価期間終了日には最終受理日時より後の日付を指定する必要があります。 ③匿名評価を選択すると評価者を匿名にできます。 ④受講生に対し評価に関する指示の概要を記入します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8-2.html,受講生の提出物を確認する,受講生の提出物を確認する ①提出物を確認したい課題の「成績」リンクをクリックします。または、「提出済/未採点」列の数字をクリックします。 ②受講生の提出状況が表示されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8-3.html,受講生の提出物を添削する,受講生の提出物を添削する 「．受講生の提出物を確認する」と同様に受講生の提出状況確認画面まで移動します。 ①添削したい受講生の名前をクリックします。 ②「課題の提出物」にある赤枠内のテキストボックスに受講生が提出した文章の内容が表示されます。 ③教員のサマリーコメントに、提出物に対する総合的な評価を入力します。 ④「評価（受講生に返却しない）」、「評価（受講生に返却する）」のどちらかのボタンを押します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8-4.html,リマインダメール送信機能,リマインダメール送信機能 課題の締切日時が迫っている旨を対象者に自動で通知する機能です。 ②受信対象ユーザ ③機能詳細 ④例：リマインダメール送信タイミング
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/8-5.html,ゴミ箱,ゴミ箱 削除した課題はゴミ箱に移動します。間違って削除した課題を復活させるには次のようにします。 ①「ゴミ箱」をクリックします。 ②復活させたい課題を選択します。 ③「リストア」をクリックします。 ④OKをクリックします。 ⑤課題が復活します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9.html,テスト/アンケート機能,テスト/アンケート機能 テスト/アンケートでは、次の形式の問題を作成でき、これらの問題を組み合わせたアンケートあるいはテストをオンラインで実施することができます。 ・複数選択 問題プールを利用する ゴミ箱
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-1.html,テスト/アンケートを作成する,テスト/アンケートを作成する ①テストを作りたい授業ボタンをクリックします。 ②「テスト/アンケート」リンクをクリックします。 ③テキストボックスに作成するテストのタイトルを入力し、「作成」ボタンを押します。 ④「問題種別を選択します」をクリックします。 ⑤メニューが表示されるので、作りたい問題の種類をクリックします。（ここでは複数選択に関して説明します） ⑥配点を入力します。 ⑦配点を受講生に対し表示させるか選択します。 ⑧特別点は、評価の「合計点」の一部としてカウントされず、この質問をスキップしたり、間違って回答したりした場合に差し引かれる点数はありません。ただし、正解した受講生には特別点の値も追加されます。例えば、満点が点で特別点が点の場合、全問正解すると点となります。 ⑨解答方式を設定します。（ここでは単一正解に関して説明します。） ⑩問題文を入力します。 ⑪選択肢を入力します。 ⑫ページ下部の「保存」ボタンを押します。 ⑬「設定と公開」リンクをクリックします。 ⑭作成したテストの詳細設定画面へ移動します。よく使われる設定項目・利用可否及び提出 次のユーザが解答可能： 提出を認める回数： 課題機能の「．課題を追加する」の⑤と同様に、テストの利用開始から利用停止までを下記の様に設定します。 利用可能日時： 締切日時：テスト/アンケートの締切日時です。この日時を過ぎても、遅延提出が許可されている場合は、アクセス停止日時まで遅延扱いとして、受講生はテスト/アンケートに解答することができます。締切日時(遅延提出を受け付ける場合はアクセス停止日時)を過ぎると、受講生は解答を新たに開始したり、解答中のテスト/アンケートを提出したりすることはできません。 制限時間：受講生がテストできる時間を制限することができます。制限時間を設定すると、解答を開始した時刻から制限時間が経つか、または締切日時(遅延提出を受け付ける場合はアクセス停止日時)に達すると自動で提出されます。 遅延提出：締切日時からアクセス停止日時までの間の提出の可否を設定できます。 アクセス停止日時：テスト/アンケートへの解答を許可する最終日時です。この日時を過ぎると、受講生はテスト/アンケートに解答することができません。 ヒントカレンダーのアイコンをクリックすると、カレンダーが表示され、日付と時間を設定できます。 また、旧バージョンのテスト/アンケートのように、ずっと公開しておきたい場合は、締切日時およびアクセス停止日時を遠い日時に設定しておくことで、期間を気にせずに利用することができます。 ⑮「保存して公開」ボタンを押します。 ⑯「公開」ボタンを押します。 ．その他の主な設定 特定の受講生やグループに対し、例外の利用可能日時などを設定できます。 ①受講生やグループを選択し、利用可能日時などを設定します。 ②「例外の追加」をクリックします。 ③例外の設定が追加されます。 問題の表示順序に関する事を設定できます。 注意リニアアクセス方式を選択した場合は、提出を認める回数を回に制限することを推奨します。なお自動的に回にはならないのでご注意下さい。 注意「問題レイアウト」を「テスト全体が一画面で表示されます」に設定した場合は、受講生に対してこまめに「保存」ボタンを押すよう指示して下さい。「問題レイアウト」を「テスト全体が一画面で表示されます」に設定すると受講生には全ての設問が一画面で表示されますが、受講生が解答中に誤ってブラウザを閉じた場合や、受講生の端末またはネットワーク回線等の不調が発生した場合は、解答中の内容が全て消失する可能性があります。そのような場合に備えて、受講生が「保存」ボタンを押すことで、解答中の内容を保存しておくことができます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2.html,問題種別,問題種別
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-1.html,問題種別アンケート,問題種別アンケート ■概要択～択などから回答を選択してアンケート問題を作成します。 ①問題種別から「アンケート」を選択します。 ②問題文を入力します。 ③解答を選択します。 ④「保存」ボタンをクリックします。 ①問題文を読んで、該当する選択肢を選択します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-2.html,問題種別ファイルアップロード,問題種別ファイルアップロード ■概要ファイルをアップロードして解答するテスト問題を作成します。 ①問題種別から「ファイルアップロード」を選択します。 ②問題の配点を入力します。 ③問題文を入力します。 ④「保存」ボタンをクリックします。 ①問題文を読んで、ファイルをアップロードします。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-3.html,問題種別数値解答,"問題種別数値解答 ■概要数式を作成して、空欄を数値で解答するテスト問題を作成します。,br/>■配点あり／■自動採点あり※正解した解答に応じて採点されます。 ①問題種別から「数値解答」を選択します。 ②問題の配点を入力します。 ③解答部分を{}で括って問題文を入力します。 ④「保存」ボタンをクリックします。 「プレビュー」 ①問題と解答欄が表示されます。"
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-4.html,問題種別整合問題,問題種別整合問題 ■概要組み合わせをリストから選択して解答するテスト問題を作成します。 ①問題種別から「整合問題」を選択します。 ②問題の配点を入力します。 ③問題文を入力します。 ④問題で選択する組み合わせのリストです。 ⑤「選択」に組み合わせの設問を入力します。例「鼻が長い」 ⑥「整合」リストを追加する場合は、「*new*」を選択します。 ⑦「整合」に、設問に対する組み合わせを入力します。例「ゾウ」 ⑧「対を保存」をクリックして、組み合わせを保存します。 ⑨「保存」ボタンをクリックします。 「プレビュー」 ①問題文が表示されます。 ②設問１～５と正しい組み合わせを、「選択▼」をクリックしてリストのＡ～Ｅから選択します。該当しなければ「ENoneoftheAbove」を選択します。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-5.html,問題種別正誤選択,問題種別正誤選択 ■概要問題内容が正しいか誤りか、択で解答するテスト問題を作成します。 ①問題種別から「正誤選択」を選択します。 ②問題の配点を入力します。 ③不正解の時に減点する場合、減点する点数を入力します。 ④問題文を入力します。 ⑤正解を選択します。 ⑥「保存」ボタンをクリックします。 「プレビュー」 ①問題文と「正しい」「誤り」の選択肢が表示されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-6.html,問題種別短文解答または小論文,問題種別短文解答または小論文 ■概要解答を記述するテスト問題を作成します。 ①問題種別から「短答または小論文」を選択します。 ②問題の配点を入力します。 ③問題文を入力します。 ④「保存」ボタンをクリックします。 「プレビュー」 ①問題文と解答欄が表示されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-7.html,問題種別穴埋め,問題種別穴埋め ■概要穴埋め解答を記述するテスト問題を作成します。 ①問題種別から「穴埋め」を選択します。 ②問題の配点を入力します。 ③問題文を入力します。 ④「大文字と小文字を区別？」 ⑤「相互に排他的」 問題例：「高度が{上がる|下がる}と気圧が{上がる|下がる}」配点点 ⑥「空白を無視？」 ⑦「保存」ボタンをクリックします。 「プレビュー」 ①問題文と解答欄が表示されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-2-8.html,問題種別複数選択,"問題種別複数選択 ■概要選択肢を選んで解答するテスト問題を作成します。 ●単一正解 ①問題種別から「複数選択」を選択します。 ②問題の配点を入力します。 ③「単一正解」を選択します。 ④「不正解解答の選択に対する負の得点」 ⑤問題文を入力します。例「次の単語の意味を選びなさい。careful」 ⑥選択肢Ａを入力します。例「優しい」 ⑦選択肢Ｂを入力します。例「注意深い」 ⑧選択肢Ｂの正解解答にチェックを入れます。 ⑨選択肢Ｃを入力します。例「ありがたい」 ⑩選択肢Ｄを入力します。例「精細な」 ⑪「削除」 ⑫「選択肢を追加」 ⑬「選択肢の順序をランダム化」 ⑭「保存」ボタンをクリックします。 「プレビュー」 ①問題文と選択肢が表示されます。 ●複数正解(単一選択) ①問題種別から「複数選択」を選択します。 ②問題の配点を入力します。 ③「複数正解（単一選択）」を選択します。 ④「不正解解答の選択に対する負の得点」 ⑤問題文を入力します。例「次の単語の意味を選択肢から選びなさい。book」 ⑥選択肢Ａを入力します。例「本」 ⑦選択肢Ａの正解解答にチェックを入れます。 ⑧選択肢Ｂを入力します。例「予約する」 ⑨選択肢Ｂの正解解答にチェックを入れます。 ⑩選択肢Ｃを入力します。例「自動車」 ⑪選択肢Ｄを入力します。例「走る」 ⑫「削除」 ⑬「選択肢を追加」 ⑭「選択肢の順序をランダム化」 ⑮「保存」ボタンをクリックします。 「プレビュー」 ①問題文と選択肢が表示されます。,br/>ＡとＢが正解ですが、一つしか選択できないので、どちらかを選択すれば正解です。「選択をリセット」をクリックすると、チェックが外れます。 ●複数正解(複数選択) ①問題種別から「複数選択」を選択します。 ②問題の配点を入力します。 ③「複数正解（複数選択）」を選択します。 ④「正解引く不正解」 ⑤問題文を入力します。「次の単語の意味を選択肢からすべて選びなさい。book」 ⑥選択肢Ａを入力します。例「本」 ⑦選択肢Ａの正解解答にチェックを入れます。 ⑧選択肢Ｂを入力します。例「予約する」 ⑨選択肢Ｂの正解解答にチェックを入れます。 ⑩選択肢Ｃを入力します。例「自動車」 ⑪選択肢Ｄを入力します。例「走る」 ⑫「削除」 ⑬「選択肢を追加」 ⑭「選択肢の順序をランダム化」 ⑮「保存」ボタンをクリックします。 ①問題文と選択肢が表示されます。"
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-3.html,問題プールを利用する,問題プールを利用する 問題プールを利用して、問題を再利用できます。以下手順では、事前準備として問題プールを作成します。その後、作成した問題プールを利用して問題を再利用します。 ．問題プールを作成する ①「問題プール」タブをクリックします。 ②「新規プールを追加」をクリックします。 ③「プール名」を入力します。 ④「保存」ボタンをクリックします。 ⑤問題プールが作成されます。 ．問題プールに問題をコピーする ①「テスト」タブをクリックします。 ②問題プールに追加するテストの「アクションを選択」をクリックし、「編集」をクリックします。 ③「プールへコピー」をクリックします。 ④コピー先の問題プールにチェックを入れます。 ⑤「コピー」ボタンをクリックします。問題が問題プールにコピーされます。 ．問題プールの問題を再利用する ①「問題種別を選択します」をクリックし、「問題プールからコピー」を選択します。 ②コピーしたい問題がある問題プールをクリックします。 ③コピーしたい問題にチェックを入れます。 ④「コピー」ボタンをクリックします。 ⑤問題プールからコピーした問題が挿入されます。
https://www.comp.tmu.ac.jp/e-learning/kibaco/documents/9-4.html,得点を確認する,得点を確認する 受講生の得点を確認するには、以下のようにします。 ①公開済みテストの中から、確認したいタイトルのアクションのメニューから「得点」をクリックします。または、提出済み列の数字のリンクをクリックします。 ②各受講生の得点が表示されます。受講生の解答を確認するには、以下のようにします。 ③得点確認画面で「問題」リンクをクリックします。 ④各受講生がどのような解答をしたかを確認できます。以下の操作により、結果をファイルとしてダウンロードすることができます。 ⑤得点確認画面で「エクスポート」リンクをクリックします。 ⑥「エクスポート」ボタンを押すと、Excelファイルとしてダウンロードできます。
